アッパレ,カスタム名詞,アッパレ
アッパレ173,カスタム名詞,アッパレ173
伊波杏樹,カスタム名詞,イナミアンジュ
伊波,カスタム名詞,イナミ
杏樹,カスタム名詞,アンジュ
いなみ,カスタム名詞,イナミ
あんじゅ,カスタム名詞,アンジュ
ラブライブ,カスタム名詞,ラブライブ
Aqours,カスタム名詞,Aqours
CYRon,カスタム名詞,CYaRon
朗読劇,カスタム名詞,ロウドクゲキ
舞台,カスタム名詞,ブタイ
